,Food,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category,Calorie per gram,protein fat ratio
7002,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",100,54.459999999999994,1.15,0.94,0.121,0.1,10.35,Coffee,0.5446,1.2234042553191489
7003,Frozen mocha coffee drink,100,66.2,1.5,0.88,0.507,0.0,13.07,Frozen mocha coffee drink,0.662,1.7045454545454546
7004,"Frozen mocha coffee drink, nonfat",100,59.160000000000004,1.54,0.08,0.036,0.0,13.07,Frozen mocha coffee drink,0.5916,19.25
7005,"Frozen mocha coffee drink, with non-dairy milk",100,60.46,0.68,0.58,0.077,0.1,13.13,Frozen mocha coffee drink,0.6046,1.1724137931034484
7006,"Frozen mocha coffee drink, with whipped cream",100,80.78,1.57,2.7,1.668,0.0,12.55,Frozen mocha coffee drink,0.8078,0.5814814814814815
7007,"Frozen mocha coffee drink, nonfat, with whipped cream",100,73.97,1.61,1.93,1.221,0.0,12.54,Frozen mocha coffee drink,0.7397,0.8341968911917099
7008,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",100,75.16,0.79,2.4,1.257,0.1,12.6,Frozen mocha coffee drink,0.7515999999999999,0.3291666666666667
7009,"Frozen mocha coffee drink, decaffeinated",100,66.57000000000001,1.51,0.89,0.509,0.0,13.13,Frozen mocha coffee drink,0.6657000000000001,1.696629213483146
7010,"Frozen mocha coffee drink, decaffeinated, nonfat",100,59.36,1.54,0.08,0.035,0.0,13.12,Frozen mocha coffee drink,0.5936,19.25
7011,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",100,60.699999999999996,0.68,0.58,0.077,0.1,13.19,Frozen mocha coffee drink,0.607,1.1724137931034484
7012,"Frozen mocha coffee drink, decaffeinated, with whipped cream",100,81.11,1.58,2.71,1.675,0.0,12.6,Frozen mocha coffee drink,0.8111,0.5830258302583026
7013,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",100,74.26,1.61,1.94,1.226,0.0,12.59,Frozen mocha coffee drink,0.7426,0.8298969072164949
7014,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",100,75.49000000000001,0.79,2.41,1.263,0.1,12.66,Frozen mocha coffee drink,0.7549000000000001,0.3278008298755187
7015,"Iced Coffee, brewed",100,0.54,0.09,0.02,0.002,0.0,0.0,Iced Coffee,0.0054,4.5
7016,"Iced Coffee, brewed, decaffeinated",100,0.32,0.08,0.0,0.002,0.0,0.0,Iced Coffee,0.0032,inf
7017,"Iced Coffee, pre-lightened and pre-sweetened",100,30.840000000000003,0.25,1.12,0.582,0.0,4.94,Iced Coffee,0.3084,0.2232142857142857
7018,"Coffee, Iced Latte",100,27.33,1.74,1.01,0.587,0.0,2.82,Coffee,0.2733,1.7227722772277227
7019,"Coffee, Iced Latte, nonfat",100,18.95,1.78,0.07,0.041,0.0,2.8,Coffee,0.1895,25.428571428571427
7020,"Coffee, Iced Latte, with non-dairy milk",100,20.650000000000002,0.79,0.65,0.089,0.1,2.91,Coffee,0.20650000000000002,1.2153846153846155
7021,"Coffee, Iced Latte, flavored",100,39.94,1.68,0.98,0.567,0.0,6.1,Coffee,0.3994,1.7142857142857142
7022,"Coffee, Iced Latte, nonfat, flavored",100,31.96,1.72,0.08,0.04,0.0,6.09,Coffee,0.3196,21.5
7023,"Coffee, Iced Latte, with non-dairy milk, flavored",100,33.519999999999996,0.76,0.64,0.086,0.1,6.18,Coffee,0.33519999999999994,1.1875
7024,"Coffee, Iced Latte, decaffeinated",100,27.369999999999997,1.75,1.01,0.589,0.0,2.82,Coffee,0.2737,1.7326732673267327
7025,"Coffee, Iced Latte, decaffeinated, nonfat",100,19.03,1.79,0.07,0.041,0.0,2.81,Coffee,0.19030000000000002,25.57142857142857
7026,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",100,20.69,0.79,0.65,0.089,0.1,2.92,Coffee,0.2069,1.2153846153846155
7027,"Coffee, Iced Latte, decaffeinated, flavored",100,40.15,1.69,0.99,0.569,0.0,6.12,Coffee,0.40149999999999997,1.707070707070707
7028,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",100,32.12,1.73,0.08,0.04,0.0,6.12,Coffee,0.3212,21.625
7029,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",100,33.64,0.76,0.64,0.086,0.1,6.21,Coffee,0.33640000000000003,1.1875
7030,"Coffee, Iced Cafe Mocha",100,50.309999999999995,1.58,0.91,0.531,0.0,8.95,Coffee,0.5031,1.7362637362637363
7031,"Coffee, Iced Cafe Mocha, nonfat",100,42.83,1.61,0.07,0.037,0.0,8.94,Coffee,0.42829999999999996,23.0
7032,"Coffee, Iced Cafe Mocha, with non-dairy milk",100,44.269999999999996,0.72,0.59,0.08,0.1,9.02,Coffee,0.4427,1.2203389830508475
7033,"Coffee, Iced Cafe Mocha, decaffeinated",100,50.56,1.58,0.92,0.533,0.0,8.99,Coffee,0.5056,1.7173913043478262
7034,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",100,42.940000000000005,1.62,0.06,0.037,0.0,8.98,Coffee,0.42940000000000006,27.000000000000004
7035,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",100,44.43,0.72,0.59,0.08,0.1,9.06,Coffee,0.4443,1.2203389830508475
7036,"Coffee, instant, reconstituted",100,2.92,0.1,0.0,0.002,0.0,0.63,Coffee,0.0292,inf
7037,"Coffee, instant, 50% less caffeine, reconstituted",100,2.92,0.12,0.0,0.002,0.0,0.61,Coffee,0.0292,inf
7038,"Coffee, NS as to brewed or instant, decaffeinated",100,0.4,0.1,0.0,0.002,0.0,0.0,Coffee,0.004,inf
7039,"Coffee, brewed, decaffeinated",100,0.4,0.1,0.0,0.002,0.0,0.0,Coffee,0.004,inf
7040,"Coffee, instant, decaffeinated, reconstituted",100,2.96,0.1,0.0,0.001,0.0,0.64,Coffee,0.0296,inf
7041,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",100,27.34,0.15,0.7,0.397,0.0,5.11,Coffee,0.2734,0.2142857142857143
7042,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",100,27.21,0.14,0.69,0.397,0.0,5.11,Coffee,0.2721,0.20289855072463772
7043,"Coffee, instant, pre-sweetened with sugar, reconstituted",100,16.42,0.1,0.02,0.002,0.0,3.96,Coffee,0.1642,5.0
7044,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",100,43.879999999999995,0.43,1.8,0.737,0.1,6.49,Coffee,0.43879999999999997,0.23888888888888887
7045,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",100,14.99,0.32,0.43,0.371,0.2,2.46,Coffee,0.1499,0.7441860465116279
7046,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",100,16.38,0.15,0.7,0.409,0.0,2.37,Coffee,0.1638,0.2142857142857143
7047,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",100,16.419999999999998,0.15,0.7,0.408,0.0,2.38,Coffee,0.16419999999999998,0.2142857142857143
7048,"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",100,14.350000000000001,0.29,0.43,0.372,0.2,2.33,Coffee,0.14350000000000002,0.6744186046511628
7049,"Coffee, pre-lightened and pre-sweetened with sugar",100,27.34,0.15,0.7,0.397,0.0,5.11,Coffee,0.2734,0.2142857142857143
7050,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",100,27.21,0.14,0.69,0.397,0.0,5.11,Coffee,0.2721,0.20289855072463772
7051,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",100,16.38,0.15,0.7,0.409,0.0,2.37,Coffee,0.1638,0.2142857142857143
7052,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",100,16.419999999999998,0.15,0.7,0.408,0.0,2.38,Coffee,0.16419999999999998,0.2142857142857143
7053,"Coffee, pre-lightened",100,14.509999999999998,0.15,0.71,0.411,0.0,1.88,Coffee,0.14509999999999998,0.2112676056338028
7054,"Coffee, decaffeinated, pre-lightened",100,14.549999999999999,0.15,0.71,0.411,0.0,1.89,Coffee,0.1455,0.2112676056338028
7055,"Coffee, pre-sweetened with sugar",100,16.42,0.1,0.02,0.002,0.0,3.96,Coffee,0.1642,5.0
7056,"Coffee, decaffeinated, pre-sweetened with sugar",100,16.330000000000002,0.09,0.01,0.001,0.0,3.97,Coffee,0.16330000000000003,9.0
7057,"Coffee, pre-sweetened with low calorie sweetener",100,4.92,0.1,0.0,0.002,0.0,1.13,Coffee,0.0492,inf
7058,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",100,4.96,0.1,0.0,0.001,0.0,1.14,Coffee,0.0496,inf
7059,"Coffee and chicory, brewed",100,0.6599999999999999,0.12,0.02,0.002,0.0,0.0,Coffee and chicory,0.006599999999999999,6.0
7060,"Coffee and chicory, brewed, decaffeinated",100,0.4,0.1,0.0,0.002,0.0,0.0,Coffee and chicory,0.004,inf
7061,"Coffee, Cappuccino",100,26.79,1.71,0.99,0.575,0.0,2.76,Coffee,0.26789999999999997,1.7272727272727273
7062,"Coffee, Cappuccino, nonfat",100,18.63,1.75,0.07,0.04,0.0,2.75,Coffee,0.1863,24.999999999999996
7063,"Coffee, Cappuccino, with non-dairy milk",100,20.32,0.78,0.64,0.087,0.1,2.86,Coffee,0.2032,1.21875
7064,"Coffee, Cappuccino, decaffeinated",100,26.83,1.71,0.99,0.577,0.0,2.77,Coffee,0.2683,1.7272727272727273
7065,"Coffee, Cappuccino, decaffeinated, nonfat",100,18.669999999999998,1.75,0.07,0.04,0.0,2.76,Coffee,0.18669999999999998,24.999999999999996
7066,"Coffee, Cappuccino, decaffeinated, with non-dairy milk",100,20.36,0.78,0.64,0.087,0.1,2.87,Coffee,0.2036,1.21875
7067,"Coffee, bottled/canned",100,70.74,1.98,1.38,0.0,0.0,12.6,Coffee,0.7073999999999999,1.4347826086956523
7068,"Coffee, bottled/canned, light",100,35.019999999999996,1.27,0.7,0.397,0.0,5.91,Coffee,0.35019999999999996,1.8142857142857145
7069,"Coffee, instant, not reconstituted",100,354.90000000000003,12.2,0.5,0.197,0.0,75.4,Coffee,3.5490000000000004,24.4
7070,"Coffee, instant, 50% less caffeine, not reconstituted",100,354.90000000000003,14.42,0.5,0.197,0.0,73.18,Coffee,3.5490000000000004,28.84
7071,"Coffee, instant, decaffeinated, not reconstituted",100,352.2,11.6,0.2,0.101,0.0,76.0,Coffee,3.522,57.99999999999999
7072,"Coffee, instant, pre-sweetened with sugar, not reconstituted",100,392.36,2.36,0.36,0.038,0.0,94.92,Coffee,3.9236,6.555555555555555
7073,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",100,460.15,5.29,15.87,4.934,1.9,74.04,Coffee,4.6015,0.33333333333333337
7074,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",100,435.23,9.2,12.43,10.694,4.5,71.64,Coffee,4.3523000000000005,0.740144810941271
7075,"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted",100,440.49,9.0,13.21,11.376,4.8,71.4,Coffee,4.4049000000000005,0.6813020439061317
7076,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",100,443.04999999999995,2.4,11.29,6.453,0.0,82.96,Coffee,4.430499999999999,0.21257750221434898
7077,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",100,465.09000000000003,0.0,13.33,13.333,0.0,86.28,Coffee,4.6509,0.0
7078,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",100,509.5,1.96,29.1,25.128,0.5,59.94,Coffee,5.095,0.06735395189003436
7079,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",100,470.78,4.22,20.14,11.711,0.0,68.16,Coffee,4.7078,0.20953326713008935
7080,Coffee substitute,100,5.96,0.1,0.04,0.01,0.4,1.3,Coffee substitute,0.0596,2.5
7081,Chicory beverage,100,6.56,0.22,0.0,0.002,0.0,1.42,Chicory beverage,0.06559999999999999,inf
7082,Cereal beverage,100,4.59,0.08,0.03,0.008,0.3,1.0,Cereal beverage,0.045899999999999996,2.666666666666667
7083,"Cereal beverage with beet roots, from powdered instant",100,4.59,0.08,0.03,0.008,0.3,1.0,Cereal beverage with beet roots,0.045899999999999996,2.666666666666667
7084,"Coffee substitute, dry powder",100,360.4,6.01,2.52,0.603,23.3,78.42,Coffee substitute,3.6039999999999996,2.384920634920635
7085,"Tea, hot, leaf, black",100,1.2,0.0,0.0,0.002,0.0,0.3,Tea,0.012,
7086,"Tea, hot, leaf, black, decaffeinated",100,1.2,0.0,0.0,0.002,0.0,0.3,Tea,0.012,
7087,"Tea, hot, leaf, green",100,0.88,0.22,0.0,0.0,0.0,0.0,Tea,0.0088,inf
7088,"Tea, hot, leaf, green, decaffeinated",100,0.0,0.0,0.0,0.0,0.0,0.0,Tea,0.0,
7089,"Tea, hot, leaf, oolong",100,0.6,0.0,0.0,0.0,0.0,0.15,Tea,0.006,
7090,"Tea, iced, instant, black, unsweetened",100,1.0,0.02,0.0,0.0,0.0,0.23,Tea,0.01,inf
7091,"Tea, iced, instant, black, pre-sweetened with sugar",100,29.729999999999997,0.01,0.05,0.007,0.1,7.31,Tea,0.29729999999999995,0.19999999999999998
7092,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",100,31.98,0.06,0.02,0.0,0.0,7.89,Tea,0.31980000000000003,3.0
7093,"Tea, iced, instant, black, pre-sweetened with low calorie sweetener",100,1.84,0.02,0.0,0.0,0.0,0.44,Tea,0.0184,inf
7094,"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener",100,3.0,0.03,0.0,0.0,0.0,0.72,Tea,0.03,inf
7095,"Tea, iced, instant, black, decaffeinated, unsweetened",100,0.92,0.06,0.0,0.0,0.0,0.17,Tea,0.0092,inf
7096,"Tea, iced, instant, green, unsweetened",100,0.0,0.0,0.0,0.0,0.0,0.0,Tea,0.0,
7097,"Tea, iced, instant, green, pre-sweetened with sugar",100,26.78,0.0,0.22,0.0,0.0,6.2,Tea,0.26780000000000004,0.0
7098,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener",100,3.72,0.0,0.0,0.0,0.0,0.93,Tea,0.037200000000000004,
7099,"Tea, hot, herbal",100,0.8,0.0,0.0,0.002,0.0,0.2,Tea,0.008,
7100,"Tea, hot, hibiscus",100,0.0,0.0,0.0,0.0,0.0,0.0,Tea,0.0,
7101,Corn beverage,100,42.85,0.84,0.21,0.026,0.5,9.4,Corn beverage,0.4285,4.0
7102,"Tea, hot, chamomile",100,0.8,0.0,0.0,0.002,0.0,0.2,Tea,0.008,
7103,"Tea, hot, chai, with milk",100,51.02,1.58,0.98,0.564,0.1,8.97,Tea,0.5102,1.6122448979591837
7104,"Tea, iced, instant, black, unsweetened, dry",100,315.48,20.21,0.0,0.0,8.5,58.66,Tea,3.1548000000000003,inf
7105,"Tea, iced, instant, black, pre-sweetened, dry",100,401.25,0.12,0.73,0.097,0.7,98.55,Tea,4.0125,0.1643835616438356
7106,Iced Tea / Lemonade juice drink,100,37.85,0.2,0.05,0.013,0.3,9.15,Iced Tea / Lemonade juice drink,0.3785,4.0
7107,"Iced Tea / Lemonade juice drink, light",100,25.72,0.22,0.04,0.014,0.3,6.12,Iced Tea / Lemonade juice drink,0.2572,5.5
7108,"Iced Tea / Lemonade juice drink, diet",100,2.28,0.0,0.0,0.0,0.0,0.57,Iced Tea / Lemonade juice drink,0.022799999999999997,
7109,"Tea, iced, brewed, black, pre-sweetened with sugar",100,31.94,0.0,0.02,0.002,0.0,7.94,Tea,0.3194,0.0
7110,"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener",100,2.72,0.0,0.0,0.002,0.0,0.68,Tea,0.027200000000000002,
7111,"Tea, iced, brewed, black, unsweetened",100,1.2,0.0,0.0,0.002,0.0,0.3,Tea,0.012,
7112,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",100,31.94,0.0,0.02,0.002,0.0,7.94,Tea,0.3194,0.0
7113,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener",100,2.72,0.0,0.0,0.002,0.0,0.68,Tea,0.027200000000000002,
7114,"Tea, iced, brewed, black, decaffeinated, unsweetened",100,1.2,0.0,0.0,0.002,0.0,0.3,Tea,0.012,
7115,"Tea, iced, brewed, green, pre-sweetened with sugar",100,31.62,0.2,0.02,0.0,0.0,7.66,Tea,0.31620000000000004,10.0
7116,"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener",100,2.4,0.22,0.0,0.0,0.0,0.38,Tea,0.024,inf
7117,"Tea, iced, brewed, green, unsweetened",100,0.88,0.22,0.0,0.0,0.0,0.0,Tea,0.0088,inf
7118,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar",100,30.82,0.0,0.02,0.0,0.0,7.66,Tea,0.30820000000000003,0.0
7119,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener",100,1.52,0.0,0.0,0.0,0.0,0.38,Tea,0.0152,
7120,"Tea, iced, brewed, green, decaffeinated, unsweetened",100,0.0,0.0,0.0,0.0,0.0,0.0,Tea,0.0,
7121,"Tea, iced, bottled, black",100,45.18,0.0,0.22,0.0,0.0,10.8,Tea,0.4518,0.0
7122,"Tea, iced, bottled, black, decaffeinated",100,35.0,0.0,0.0,0.0,0.0,8.75,Tea,0.35,
7123,"Tea, iced, bottled, black, diet",100,0.88,0.0,0.0,0.0,0.0,0.22,Tea,0.0088,
7124,"Tea, iced, bottled, black, decaffeinated, diet",100,3.32,0.0,0.0,0.0,0.0,0.83,Tea,0.0332,
7125,"Tea, iced, bottled, black, unsweetened",100,0.0,0.0,0.0,0.0,0.0,0.0,Tea,0.0,
7126,"Tea, iced, bottled, black, decaffeinated, unsweetened",100,1.2,0.0,0.0,0.002,0.0,0.3,Tea,0.012,
7127,"Tea, iced, bottled, green",100,26.78,0.0,0.22,0.0,0.0,6.2,Tea,0.26780000000000004,0.0
7128,"Tea, iced, bottled, green, diet",100,3.72,0.0,0.0,0.0,0.0,0.93,Tea,0.037200000000000004,
7129,"Tea, iced, bottled, green, unsweetened",100,0.0,0.0,0.0,0.0,0.0,0.0,Tea,0.0,
7130,"Soft drink, NFS",100,43.69,0.0,0.25,0.0,0.0,10.36,Soft drink,0.43689999999999996,0.0
7131,"Soft drink, NFS, diet",100,1.8699999999999999,0.11,0.03,0.0,0.0,0.29,Soft drink,0.018699999999999998,3.666666666666667
7132,"Carbonated water, sweetened",100,35.2,0.0,0.0,0.0,0.0,8.8,Carbonated water,0.35200000000000004,
7133,"Carbonated water, unsweetened",100,0.0,0.0,0.0,0.0,0.0,0.0,Carbonated water,0.0,
7134,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener",100,0.4,0.1,0.0,0.0,0.0,0.0,Carbonated water,0.004,inf
7135,"Soft drink, cola",100,43.69,0.0,0.25,0.0,0.0,10.36,Soft drink,0.43689999999999996,0.0
7136,"Soft drink, cola, reduced sugar",100,20.64,0.0,0.0,0.0,0.0,5.16,Soft drink,0.2064,
7137,"Soft drink, cola, diet",100,1.8699999999999999,0.11,0.03,0.0,0.0,0.29,Soft drink,0.018699999999999998,3.666666666666667
7138,"Soft drink, cola, decaffeinated",100,42.32,0.0,0.0,0.0,0.0,10.58,Soft drink,0.4232,
7139,"Soft drink, cola, decaffeinated, diet",100,0.96,0.12,0.0,0.0,0.0,0.12,Soft drink,0.0096,inf
7140,"Soft drink, pepper type",100,43.69,0.0,0.25,0.0,0.0,10.36,Soft drink,0.43689999999999996,0.0
7141,"Soft drink, pepper type, diet",100,1.8699999999999999,0.11,0.03,0.0,0.0,0.29,Soft drink,0.018699999999999998,3.666666666666667
7142,"Soft drink, pepper type, decaffeinated",100,42.32,0.0,0.0,0.0,0.0,10.58,Soft drink,0.4232,
7143,"Soft drink, pepper type, decaffeinated, diet",100,0.96,0.12,0.0,0.0,0.0,0.12,Soft drink,0.0096,inf
7144,"Soft drink, cream soda",100,53.2,0.0,0.0,0.0,0.0,13.3,Soft drink,0.532,
7145,"Soft drink, cream soda, diet",100,0.4,0.1,0.0,0.0,0.0,0.0,Soft drink,0.004,inf
7146,"Soft drink, fruit flavored, caffeine free",100,40.940000000000005,0.05,0.02,0.0,0.0,10.14,Soft drink,0.40940000000000004,2.5
7147,"Soft drink, fruit flavored, diet, caffeine free",100,0.4,0.1,0.0,0.0,0.0,0.0,Soft drink,0.004,inf
7148,"Soft drink, fruit flavored, caffeine containing",100,51.32,0.0,0.0,0.0,0.0,12.83,Soft drink,0.5132,
7149,"Soft drink, fruit flavored, caffeine containing, diet",100,0.4,0.1,0.0,0.0,0.0,0.0,Soft drink,0.004,inf
7150,"Soft drink, ginger ale",100,35.04,0.0,0.0,0.0,0.0,8.76,Soft drink,0.3504,
7151,"Soft drink, ginger ale, diet",100,0.4,0.1,0.0,0.0,0.0,0.0,Soft drink,0.004,inf
7152,"Soft drink, root beer",100,42.4,0.0,0.0,0.0,0.0,10.6,Soft drink,0.424,
7153,"Soft drink, root beer, diet",100,0.4,0.1,0.0,0.0,0.0,0.0,Soft drink,0.004,inf
7154,"Soft drink, chocolate flavored",100,42.8,0.0,0.0,0.0,0.0,10.7,Soft drink,0.428,
7155,"Soft drink, chocolate flavored, diet",100,1.8699999999999999,0.11,0.03,0.0,0.0,0.29,Soft drink,0.018699999999999998,3.666666666666667
7156,"Soft drink, cola, fruit or vanilla flavored",100,43.69,0.0,0.25,0.0,0.0,10.36,Soft drink,0.43689999999999996,0.0
7157,"Soft drink, cola, chocolate flavored",100,43.69,0.0,0.25,0.0,0.0,10.36,Soft drink,0.43689999999999996,0.0
7158,"Soft drink, cola, fruit or vanilla flavored, diet",100,1.8699999999999999,0.11,0.03,0.0,0.0,0.29,Soft drink,0.018699999999999998,3.666666666666667
7159,"Soft drink, cola, chocolate flavored, diet",100,1.8699999999999999,0.11,0.03,0.0,0.0,0.29,Soft drink,0.018699999999999998,3.666666666666667
7160,"Fruit juice drink, citrus, carbonated",100,32.15,0.46,0.31,0.037,0.2,6.88,Fruit juice drink,0.3215,1.4838709677419355
7161,"Fruit juice drink, noncitrus, carbonated",100,35.04,0.23,0.08,0.012,0.1,8.35,Fruit juice drink,0.3504,2.875
7162,Fruit juice drink,100,10.0,0.0,0.0,0.0,0.0,2.5,Fruit juice drink,0.1,
7163,Tamarind drink,100,114.86000000000001,0.64,0.18,0.062,1.2,27.67,Tamarind drink,1.1486,3.555555555555556
7164,"Fruit punch, made with fruit juice and soda",100,44.54,0.18,0.06,0.004,0.1,10.82,Fruit punch,0.4454,3.0
7165,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream",100,64.33,0.31,0.41,0.223,0.4,14.85,Fruit punch,0.6433,0.7560975609756098
7166,"Lemonade, fruit juice drink",100,48.32,0.0,0.0,0.0,0.0,12.08,Lemonade,0.4832,
7167,"Lemonade, fruit flavored drink",100,26.83,0.0,0.07,0.012,0.0,6.55,Lemonade,0.2683,0.0
7168,"Lemonade, frozen concentrate, not reconstituted",100,206.74,0.22,0.7,0.025,0.3,49.89,Lemonade,2.0674,0.31428571428571433
7169,Fruit flavored drink,100,64.12,0.0,0.0,0.0,0.0,16.03,Fruit flavored drink,0.6412,
7170,"Fruit juice beverage, 40-50% juice, citrus",100,47.230000000000004,0.34,0.03,0.002,0.1,11.4,Fruit juice beverage,0.47230000000000005,11.333333333333334
7171,"Frozen daiquiri mix, frozen concentrate, not reconstituted",100,286.81,0.08,0.01,0.003,0.0,71.6,Frozen daiquiri mix,2.8681,8.0
7172,"Frozen daiquiri mix, from frozen concentrate, reconstituted",100,65.56,0.02,0.0,0.001,0.0,16.37,Frozen daiquiri mix,0.6556000000000001,inf
7173,"Pina Colada, nonalcoholic",100,129.55,0.47,2.79,2.543,0.2,25.64,Pina Colada,1.2955,0.16845878136200715
7174,"Margarita mix, nonalcoholic",100,86.89999999999999,0.1,0.1,0.008,0.0,21.4,Margarita mix,0.8689999999999999,1.0
7175,Slush frozen drink,100,30.9,0.0,0.02,0.0,0.0,7.68,Slush frozen drink,0.309,0.0
7176,"Slush frozen drink, no sugar added",100,12.53,0.0,0.01,0.0,0.0,3.11,Slush frozen drink,0.1253,0.0
7177,"Fruit flavored drink, with high vitamin C",100,26.68,0.0,0.0,0.0,0.0,6.67,Fruit flavored drink,0.2668,
