,Food,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category,Calorie per gram,protein fat ratio
6791,"Icing, white",100,417.63,0.0,16.23,2.974,0.0,67.89,Icing,4.1763,0.0
6792,"Caramel dip, regular",100,308.05,1.16,12.17,7.705,0.0,48.47,Caramel dip,3.0805000000000002,0.09531635168447
6793,"Caramel dip, light",100,232.88,1.21,0.0,0.0,0.0,57.01,Caramel dip,2.3287999999999998,inf
6794,Chocolate dip,100,392.73,3.33,13.13,7.1,2.0,65.31,Chocolate dip,3.9273000000000002,0.2536176694592536
6795,Dessert dip,100,255.12,6.16,15.44,9.032,0.0,22.88,Dessert dip,2.5512,0.3989637305699482
6796,Sweet and sour sauce,100,154.14,0.27,0.02,0.0,0.1,38.22,Sweet and sour sauce,1.5413999999999999,13.5
6797,Dessert sauce,100,149.04000000000002,0.09,7.84,4.847,0.0,19.53,Dessert sauce,1.4904000000000002,0.011479591836734694
6798,Duck sauce,100,245.25,0.36,0.13,0.051,0.6,60.66,Duck sauce,2.4525,2.769230769230769
6799,"Jelly, all flavors",100,280.58,0.15,0.02,0.005,1.0,69.95,Jelly,2.8057999999999996,7.5
6800,"Jam, preserve, all flavors",100,277.55,0.37,0.07,0.01,1.1,68.86,Jam,2.7755,5.285714285714286
6801,"Fruit butter, all flavors",100,174.14,0.39,0.3,0.053,1.5,42.47,Fruit butter,1.7413999999999998,1.3
6802,"Marmalade, all flavors",100,266.4,0.3,0.0,0.0,0.7,66.3,Marmalade,2.6639999999999997,inf
6803,"Jelly, sugar free, all flavors",100,120.60000000000001,0.55,0.0,0.0,2.2,29.6,Jelly,1.2060000000000002,inf
6804,"Jelly, reduced sugar, all flavors",100,151.3,0.0,0.1,0.005,1.5,37.6,Jelly,1.5130000000000001,0.0
6805,"Jam, preserve, marmalade, sugar free, all flavors",100,120.60000000000001,0.55,0.0,0.0,2.2,29.6,Jam,1.2060000000000002,inf
6806,"Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors",100,211.72,0.0,0.0,0.0,0.9,52.93,Jam,2.1172,
6807,"Jam, preserve, marmalade, reduced sugar, all flavors",100,151.3,0.0,0.1,0.005,1.5,37.6,Jam,1.5130000000000001,0.0
6808,Guava paste,100,293.07,0.1,0.27,0.012,1.1,72.56,Guava paste,2.9307,0.37037037037037035
6809,Sweet potato paste,100,304.23,0.41,0.27,0.009,0.8,75.04,Sweet potato paste,3.0423,1.5185185185185184
6810,"Bean paste, sweetened",100,229.02999999999997,6.22,0.47,0.052,5.3,49.98,Bean paste,2.2903,13.23404255319149
6811,Gelatin dessert,100,61.64,1.22,0.0,0.0,0.0,14.19,Gelatin dessert,0.6164000000000001,inf
6812,Gelatin dessert with fruit,100,57.85,1.1,0.01,0.001,0.2,13.34,Gelatin dessert with fruit,0.5785,110.0
6813,Gelatin salad with vegetables,100,62.14,1.47,0.02,0.005,0.7,14.02,Gelatin salad with vegetables,0.6214,73.5
6814,"Gelatin dessert, sugar free",100,20.2,0.83,0.0,0.0,0.0,4.22,Gelatin dessert,0.20199999999999999,inf
6815,"Gelatin dessert, sugar free, with fruit",100,22.61,0.77,0.01,0.001,0.2,4.86,Gelatin dessert,0.2261,77.0
6816,Yokan,100,135.48,2.86,0.24,0.057,2.0,30.47,Yokan,1.3548,11.916666666666666
6817,"Coconut cream cake, Puerto Rican style",100,331.83000000000004,2.41,14.79,11.941,1.2,47.27,Coconut cream cake,3.3183000000000002,0.162947937795808
6818,Haupia,100,286.04999999999995,1.98,20.45,18.094,2.0,23.52,Haupia,2.8604999999999996,0.09682151589242054
6819,Italian Ice,100,132.0,0.4,0.0,0.0,0.0,32.6,Italian Ice,1.32,inf
6820,"Italian Ice, no sugar added",100,23.68,0.0,0.0,0.0,0.0,5.92,Italian Ice,0.2368,
6821,"Popsicle, NFS",100,79.08,0.0,0.24,0.013,0.0,19.23,Popsicle,0.7908,0.0
6822,Popsicle,100,79.08,0.0,0.24,0.013,0.0,19.23,Popsicle,0.7908,0.0
6823,"Popsicle, no sugar added",100,23.68,0.0,0.0,0.0,0.0,5.92,Popsicle,0.2368,
6824,Freezer pop,100,79.08,0.0,0.24,0.013,0.0,19.23,Freezer pop,0.7908,0.0
6825,Snow cone,100,132.0,0.4,0.0,0.0,0.0,32.6,Snow cone,1.32,inf
6826,"Snow cone, no sugar added",100,23.68,0.0,0.0,0.0,0.0,5.92,Snow cone,0.2368,
6827,"Candy, NFS",100,393.8,0.0,0.2,0.0,0.0,98.0,Candy,3.938,0.0
6828,M&M's Almond Chocolate Candies,100,521.96,7.53,27.76,9.435,5.6,60.5,M&M's Almond Chocolate Candies,5.219600000000001,0.2712536023054755
6829,"Almonds, chocolate covered",100,594.6500000000001,17.1,43.85,8.214,9.8,32.9,Almonds,5.946500000000001,0.3899657924743444
6830,"Almonds, sugar-coated",100,474.41,10.0,17.93,1.948,2.5,68.26,Almonds,4.7441,0.5577244841048522
6831,"Almonds, yogurt-covered",100,566.3199999999999,12.75,37.32,14.968,5.6,44.86,Almonds,5.6632,0.34163987138263663
6832,Butterscotch morsels,100,538.65,2.2,29.05,24.1,0.0,67.1,Butterscotch morsels,5.3865,0.0757314974182444
6833,"Caramel, chocolate-flavored roll",100,387.07,1.59,3.31,0.967,0.1,87.73,Caramel,3.8707,0.48036253776435045
6834,"Caramel, flavor other than chocolate",100,399.29999999999995,4.6,8.1,2.476,0.0,77.0,Caramel,3.9929999999999994,0.5679012345679012
6835,"Caramel, with nuts",100,432.71,5.77,14.39,2.878,0.7,70.03,Caramel,4.3271,0.40097289784572615
6836,"Caramel candy, chocolate covered",100,430.54,5.3,13.06,6.164,0.8,72.95,Caramel candy,4.305400000000001,0.4058192955589586
6837,"Caramel with nuts and cereal, chocolate covered",100,498.58000000000004,6.66,25.1,11.105,2.4,61.51,Caramel with nuts and cereal,4.9858,0.2653386454183267
6838,"Caramel with nuts, chocolate covered",100,469.68,9.5,21.0,4.657,4.3,60.67,Caramel with nuts,4.6968,0.4523809523809524
6839,Rolo,100,480.49,5.08,20.93,14.542,0.9,67.95,Rolo,4.8049,0.24271380793119923
6840,"Caramel, all flavors, sugar free",100,426.24,1.95,14.08,2.001,0.5,72.93,Caramel,4.2624,0.13849431818181818
6841,"Toblerone, milk chocolate with honey and almond nougat",100,524.81,5.71,28.57,17.143,2.5,61.21,Toblerone,5.248099999999999,0.19985999299965
6842,TWIX Caramel Cookie Bars,100,502.49,4.91,24.85,18.96,1.1,64.8,TWIX Caramel Cookie Bars,5.0249,0.19758551307847083
6843,TWIX Chocolate Fudge Cookie Bars,100,552.9,7.3,33.3,4.962,3.0,56.0,TWIX Chocolate Fudge Cookie Bars,5.529,0.21921921921921922
6844,TWIX Peanut Butter Cookie Bars,100,547.31,9.18,32.67,15.758,3.1,54.14,TWIX Peanut Butter Cookie Bars,5.4731,0.28099173553719003
6845,Whatchamacallit,100,498.2,8.04,23.68,17.04,1.9,63.23,Whatchamacallit,4.982,0.339527027027027
6846,"Nuts, carob-coated",100,577.71,15.81,40.47,17.029,7.2,37.56,Nuts,5.777100000000001,0.390659747961453
6847,"Espresso coffee beans, chocolate-covered",100,549.26,7.41,33.18,18.138,5.7,55.25,Espresso coffee beans,5.4925999999999995,0.22332730560578662
6848,"Milk chocolate candy, plain",100,535.14,7.65,29.66,18.509,3.4,59.4,Milk chocolate candy,5.3514,0.2579231287929872
6849,"Milk chocolate candy, with cereal",100,533.5699999999999,7.64,29.37,15.89,3.3,59.67,Milk chocolate candy,5.335699999999999,0.2601293837248893
6850,Kit Kat,100,518.31,6.51,25.99,17.953,1.0,64.59,Kit Kat,5.1831,0.2504809542131589
6851,"Chocolate, milk, with nuts, not almond or peanuts",100,560.1,8.64,35.06,16.365,4.1,52.5,Chocolate,5.601,0.24643468339988592
6852,"Milk chocolate candy, with fruit and nuts",100,489.65999999999997,7.58,24.38,13.211,4.3,59.98,Milk chocolate candy,4.896599999999999,0.31091058244462677
6853,"Milk chocolate candy, with almonds",100,559.1999999999999,9.0,34.4,17.701,6.2,53.4,Milk chocolate candy,5.592,0.2616279069767442
6854,"Chocolate, milk, with peanuts",100,557.13,10.22,33.21,14.13,3.8,54.34,Chocolate,5.5713,0.30773863294188497
6855,Chocolate candy with fondant and caramel,100,480.44,5.54,20.12,12.192,2.2,69.3,Chocolate candy with fondant and caramel,4.8044,0.27534791252485086
6856,"Chocolate, semi-sweet morsel",100,542.4,4.2,30.0,17.75,5.9,63.9,Chocolate,5.4239999999999995,0.14
6857,"Chocolate, sweet or dark",100,557.52,4.5,33.2,19.536,6.4,60.18,Chocolate,5.5752,0.1355421686746988
6858,"Chocolate, sweet or dark, with almonds",100,556.41,6.55,33.81,17.612,7.7,56.48,Chocolate,5.5641,0.19372966577935521
6859,"Chocolate, white",100,549.2500000000001,5.87,32.09,19.412,0.2,59.24,Chocolate,5.4925000000000015,0.18292302898099094
6860,"Chocolate, white, with almonds",100,559.9300000000001,8.16,34.77,17.07,2.0,53.59,Chocolate,5.5993,0.2346850733390854
6861,"Chocolate, white, with cereal",100,533.5699999999999,7.64,29.37,15.89,3.3,59.67,Chocolate,5.335699999999999,0.2601293837248893
6862,Kit Kat White,100,518.31,6.51,25.99,17.953,1.0,64.59,Kit Kat White,5.1831,0.2504809542131589
6863,"Mexican chocolate, tablet",100,464.51,3.64,15.59,8.606,4.0,77.41,Mexican chocolate,4.6451,0.23348300192431046
6864,"Coconut candy, chocolate covered",100,493.32000000000005,4.6,26.6,20.58,3.7,58.88,Coconut candy,4.9332,0.17293233082706766
6865,"Coconut candy, no chocolate covering",100,480.85,2.13,27.65,25.54,6.4,55.87,Coconut candy,4.8085,0.07703435804701628
6866,"Coconut candy, Puerto Rican style",100,427.5,1.31,13.86,12.092,1.3,74.38,Coconut candy,4.275,0.09451659451659453
6867,Fondant,100,372.90000000000003,0.0,0.02,0.0,0.0,93.18,Fondant,3.7290000000000005,0.0
6868,"Fondant, chocolate covered",100,414.1,2.2,9.3,5.46,2.1,80.4,Fondant,4.141,0.23655913978494625
6869,"Fruit peel, candied",100,332.95,0.34,0.07,0.01,1.6,82.74,Fruit peel,3.3295,4.857142857142857
6870,Date candy,100,411.67999999999995,4.23,18.04,1.583,7.1,58.1,Date candy,4.1168,0.23447893569844794
6871,Soft fruit confections,100,390.15999999999997,2.31,9.52,0.898,2.4,73.81,Soft fruit confections,3.9015999999999997,0.24264705882352944
6872,Fruit leather and fruit snacks candy,100,365.0,0.55,2.84,0.661,0.0,84.31,Fruit leather and fruit snacks candy,3.65,0.19366197183098594
6873,Fun Fruits Creme Supremes,100,481.4,3.68,21.04,12.291,0.1,69.33,Fun Fruits Creme Supremes,4.814,0.1749049429657795
6874,Tamarind candy,100,367.84,0.0,0.0,0.0,2.5,91.96,Tamarind candy,3.6784,
6875,"Fruit snacks candy, with high vitamin C",100,352.2,0.08,0.0,0.0,0.0,87.97,Fruit snacks candy,3.522,inf
6876,"Yogurt covered fruit snacks candy, with added vitamin C",100,415.1,0.0,7.5,1.389,0.2,86.9,Yogurt covered fruit snacks candy,4.151,0.0
6877,"Yogurt covered fruit snacks candy rolls, with high vitamin C",100,359.17,0.46,6.53,5.096,3.3,74.64,Yogurt covered fruit snacks candy rolls,3.5917000000000003,0.07044410413476264
6878,"Gumdrops, chocolate covered",100,434.62,2.14,8.3,5.183,1.0,87.84,Gumdrops,4.3462,0.25783132530120484
6879,"Fudge, chocolate, chocolate-coated",100,447.54,3.97,16.18,10.066,2.2,71.51,Fudge,4.4754000000000005,0.24536464771322622
6880,"Fudge, chocolate, chocolate-coated, with nuts",100,482.90999999999997,5.36,22.15,10.095,2.8,65.53,Fudge,4.8290999999999995,0.24198645598194135
6881,"Fudge, chocolate",100,410.05,2.39,10.41,6.448,1.7,76.7,Fudge,4.1005,0.22958693563880886
6882,"Fudge, chocolate, with nuts",100,460.49,4.38,18.93,6.489,2.5,68.15,Fudge,4.6049,0.23137876386687797
6883,"Fudge, peanut butter",100,445.7,6.37,16.78,5.049,1.2,67.3,Fudge,4.457,0.37961859356376637
6884,"Fudge, peanut butter, with nuts",100,484.61,7.84,22.97,5.384,1.9,61.63,Fudge,4.8461,0.3413147583804963
6885,"Fudge, vanilla",100,381.85,1.05,5.45,3.382,0.0,82.15,Fudge,3.8185000000000002,0.1926605504587156
6886,"Fudge, vanilla, with nuts",100,433.65,3.0,13.69,3.828,0.9,74.61,Fudge,4.3365,0.21913805697589483
6887,"Fudge, divinity",100,420.81,4.26,8.01,0.454,0.9,82.92,Fudge,4.2081,0.5318352059925093
6888,"Fudge, brown sugar, penuche",100,411.52,2.1,10.24,1.11,1.1,77.74,Fudge,4.1152,0.205078125
6889,"Fudge, caramel and nut, chocolate-coated candy",100,499.8,7.7,23.0,9.6,1.9,65.5,Fudge,4.998,0.3347826086956522
6890,SNICKERS Bar,100,490.81,7.53,23.85,9.069,2.3,61.51,SNICKERS Bar,4.9081,0.31572327044025156
6891,Baby Ruth,100,475.2,5.4,21.6,12.1,2.0,64.8,Baby Ruth,4.752,0.25
6892,100 GRAND Bar,100,467.84999999999997,2.5,19.33,11.9,1.0,70.97,100 GRAND Bar,4.6785,0.12933264355923435
6893,"Halvah, plain",100,549.72,7.98,32.04,5.603,4.5,57.36,Halvah,5.4972,0.24906367041198504
6894,"Halvah, chocolate covered",100,545.66,7.88,31.38,9.217,4.2,57.93,Halvah,5.4566,0.25111536010197577
6895,Honey-combed hard candy with peanut butter,100,486.14,8.72,20.18,5.735,1.9,67.41,Honey-combed hard candy with peanut butter,4.8614,0.4321110009910803
6896,"Honey-combed hard candy with peanut butter, chocolate covered",100,501.65999999999997,8.78,23.98,6.65,3.1,62.68,Honey-combed hard candy with peanut butter,5.0165999999999995,0.36613844870725604
6897,Butterfinger,100,483.3,5.4,18.9,9.5,2.0,72.9,Butterfinger,4.833,0.28571428571428575
6898,Butterfinger Crisp,100,465.45,6.67,18.33,10.592,1.7,68.45,Butterfinger Crisp,4.6545,0.3638843426077469
6899,Chocolate-flavored sprinkles,100,547.46,2.16,30.3,25.628,4.1,66.53,Chocolate-flavored sprinkles,5.474600000000001,0.0712871287128713
6900,"Ladoo, round ball, Asian-Indian dessert",100,412.46000000000004,6.92,21.98,12.813,4.0,46.74,Ladoo,4.1246,0.3148316651501365
6901,Licorice,100,374.65,0.0,0.05,0.0,0.2,93.55,Licorice,3.7464999999999997,0.0
6902,Marshmallow,100,334.2,1.8,0.2,0.056,0.1,81.3,Marshmallow,3.342,9.0
6903,"Marshmallow, chocolate covered",100,403.44,2.43,10.4,6.063,1.7,75.03,Marshmallow,4.0344,0.23365384615384616
6904,"Marshmallow, candy-coated",100,358.2,1.16,0.24,0.036,0.1,87.85,Marshmallow,3.582,4.833333333333333
6905,"Nougat, plain",100,397.91,3.33,1.67,1.667,3.3,92.39,Nougat,3.9791000000000003,1.9940119760479043
6906,"Nougat, with caramel, chocolate covered",100,455.78999999999996,4.01,17.23,12.016,1.0,71.17,Nougat,4.5579,0.23273360417875796
6907,MILKY WAY Bar,100,455.78999999999996,4.01,17.23,12.016,1.0,71.17,MILKY WAY Bar,4.5579,0.23273360417875796
6908,MILKY WAY MIDNIGHT Bar,100,455.18,3.2,17.5,11.474,2.9,71.22,MILKY WAY MIDNIGHT Bar,4.5518,0.18285714285714286
6909,MARS Almond Bar,100,490.20000000000005,8.1,23.0,7.268,2.0,62.7,MARS Almond Bar,4.902,0.3521739130434782
6910,"Nougat, chocolate covered",100,436.35,4.54,9.51,6.383,3.3,83.15,Nougat,4.3635,0.4773922187171399
6911,3 MUSKETEERS Bar,100,436.23,2.6,12.75,8.646,1.5,77.77,3 MUSKETEERS Bar,4.3623,0.20392156862745098
6912,3 Musketeers Truffle Crisp Bar,100,537.89,6.41,28.85,19.23,0.0,63.15,3 Musketeers Truffle Crisp Bar,5.3789,0.2221837088388215
6913,"Nuts, chocolate covered, not almonds or peanuts",100,588.1600000000001,11.39,41.6,12.66,4.9,42.05,Nuts,5.881600000000001,0.27379807692307695
6914,"Nut roll, fudge or nougat, caramel and nuts",100,490.28,13.44,25.0,4.806,3.8,52.88,Nut roll,4.9028,0.5376
6915,"Sugared pecans, sugar and egg white coating",100,595.8000000000001,7.29,48.84,4.186,6.5,31.77,Sugared pecans,5.958000000000001,0.14926289926289926
6916,"Peanuts, chocolate covered",100,552.7,13.1,33.5,14.6,4.7,49.7,Peanuts,5.527,0.39104477611940297
6917,M&M's Peanut Chocolate Candies,100,515.37,9.57,26.13,10.169,3.7,60.48,M&M's Peanut Chocolate Candies,5.1537,0.3662456946039036
6918,M&M's Peanut Butter Chocolate Candies,100,532.0799999999999,10.16,29.32,18.485,4.0,56.89,M&M's Peanut Butter Chocolate Candies,5.320799999999999,0.34652114597544337
6919,"Peanuts, sugar-coated",100,554.9,15.5,33.7,4.678,4.1,47.4,Peanuts,5.5489999999999995,0.45994065281899105
6920,"Peanuts, yogurt covered",100,562.17,14.84,37.01,16.083,3.8,42.43,Peanuts,5.6217,0.4009727100783572
6921,Peanut bar,100,554.9,15.5,33.7,4.678,4.1,47.4,Peanut bar,5.5489999999999995,0.45994065281899105
6922,Planters Peanut Bar,100,542.98,16.26,30.58,5.02,5.5,50.68,Planters Peanut Bar,5.4298,0.5317200784826684
6923,Peanut brittle,100,486.05999999999995,7.57,18.98,4.144,2.5,71.24,Peanut brittle,4.8606,0.398840885142255
6924,"Peanut Bar, chocolate covered candy",100,548.8100000000001,13.07,32.45,8.966,3.9,51.12,Peanut Bar,5.4881,0.4027734976887519
6925,"Peanut butter, chocolate covered",100,531.36,10.55,28.36,10.013,2.9,58.48,Peanut butter,5.3136,0.3720028208744711
6926,Reese's Peanut Butter Cup,100,537.17,10.24,30.53,10.73,3.6,55.36,Reese's Peanut Butter Cup,5.3717,0.3354077956108745
6927,Reese's Pieces,100,512.21,12.46,24.77,16.42,3.0,59.86,Reese's Pieces,5.1221000000000005,0.5030278562777554
6928,Reese's Sticks,100,541.7,9.53,31.34,13.21,3.3,55.38,Reese's Sticks,5.417000000000001,0.30408423739629864
6929,Reese's Fast Break,100,500.21000000000004,8.93,23.21,8.036,3.6,63.9,Reese's Fast Break,5.0021,0.38474795346833257
6930,Reese's Crispy Crunchy Bar,100,542.3,9.53,31.34,12.959,3.3,55.53,Reese's Crispy Crunchy Bar,5.422999999999999,0.30408423739629864
6931,Peanut butter morsels,100,528.92,18.3,29.8,13.12,5.0,46.88,Peanut butter morsels,5.289199999999999,0.6140939597315437
6932,Pralines,100,411.52,2.1,10.24,1.11,1.1,77.74,Pralines,4.1152,0.205078125
6933,"Pineapple candy, Puerto Rican style",100,345.37,0.65,0.37,0.009,1.2,84.86,Pineapple candy,3.4537,1.7567567567567568
6934,"Raisins, chocolate covered",100,423.20000000000005,4.1,14.8,10.272,3.1,68.4,Raisins,4.232,0.277027027027027
6935,"Raisins, yogurt covered",100,412.28,4.38,11.48,10.178,2.6,72.86,Raisins,4.1228,0.38153310104529614
6936,"Sesame Crunch, Sahadi",100,547.3,11.6,33.3,4.662,7.7,50.3,Sesame Crunch,5.473,0.3483483483483484
6937,Gumdrops,100,395.6,0.0,0.0,0.0,0.1,98.9,Gumdrops,3.9560000000000004,
6938,Hard candy,100,393.8,0.0,0.2,0.0,0.0,98.0,Hard candy,3.938,0.0
6939,Butterscotch hard candy,100,391.42,0.03,3.3,2.065,0.0,90.4,Butterscotch hard candy,3.9142,0.00909090909090909
6940,Skittles,100,403.21,0.19,4.37,4.115,0.0,90.78,Skittles,4.0321,0.043478260869565216
6941,Sugar-coated chocolate discs,100,492.25,4.33,21.13,13.08,2.8,71.19,Sugar-coated chocolate discs,4.9225,0.2049219119734974
6942,M&M's Milk Chocolate Candies,100,492.25,4.33,21.13,13.08,2.8,71.19,M&M's Milk Chocolate Candies,4.9225,0.2049219119734974
6943,Sixlets,100,492.25,4.33,21.13,13.08,2.8,71.19,Sixlets,4.9225,0.2049219119734974
6944,"Easter egg, candy coated chocolate",100,492.25,4.33,21.13,13.08,2.8,71.19,Easter egg,4.9225,0.2049219119734974
6945,M&M's Pretzel Chocolate Candies,100,446.76,5.0,15.0,8.986,2.5,72.94,M&M's Pretzel Chocolate Candies,4.4676,0.3333333333333333
6946,Taffy,100,404.11,0.81,8.03,7.208,0.0,82.15,Taffy,4.0411,0.10087173100871732
6947,"Toffee, plain",100,405.34000000000003,4.67,8.22,2.514,0.0,78.17,Toffee,4.0534,0.5681265206812651
6948,"Toffee, chocolate covered",100,540.77,3.13,30.37,18.78,1.3,63.73,Toffee,5.4077,0.10306223246624958
6949,"Toffee, chocolate-coated, with nuts",100,461.78,7.62,18.22,7.258,1.8,66.83,Toffee,4.6178,0.41822173435784854
6950,Truffles,100,512.87,6.78,31.91,20.008,2.8,49.64,Truffles,5.1287,0.21247257912879974
6951,"Wax candy, liquid filled",100,130.5,0.0,0.1,0.0,0.0,32.4,Wax candy,1.305,0.0
6952,"Dietetic or low calorie candy, NFS",100,394.4,0.0,0.0,0.0,0.0,98.6,Dietetic or low calorie candy,3.944,
6953,Dietetic or low calorie gumdrops,100,354.2,0.0,0.2,0.034,0.0,88.1,Dietetic or low calorie gumdrops,3.542,0.0
6954,Dietetic or low calorie hard candy,100,394.4,0.0,0.0,0.0,0.0,98.6,Dietetic or low calorie hard candy,3.944,
6955,"Dietetic or low calorie candy, chocolate covered",100,589.71,12.39,43.27,21.723,3.5,37.68,Dietetic or low calorie candy,5.8971,0.2863415761497573
6956,Dietetic or low calorie mints,100,394.4,0.0,0.0,0.0,0.0,98.6,Dietetic or low calorie mints,3.944,
6957,"Chewing gum, NFS",100,384.81,0.0,0.37,0.053,2.4,95.37,Chewing gum,3.8481,0.0
6958,"Chewing gum, regular",100,389.5,0.0,0.3,0.042,2.4,96.7,Chewing gum,3.895,0.0
6959,"Chewing gum, sugar free",100,382.8,0.0,0.4,0.058,2.4,94.8,Chewing gum,3.8280000000000003,0.0
6960,"Coffee, NS as to type",100,0.6599999999999999,0.12,0.02,0.002,0.0,0.0,Coffee,0.006599999999999999,6.0
6961,"Coffee, NS as to brewed or instant",100,0.6599999999999999,0.12,0.02,0.002,0.0,0.0,Coffee,0.006599999999999999,6.0
6962,"Coffee, brewed",100,0.6599999999999999,0.12,0.02,0.002,0.0,0.0,Coffee,0.006599999999999999,6.0
6963,"Coffee, brewed, blend of regular and decaffeinated",100,0.53,0.11,0.01,0.002,0.0,0.0,Coffee,0.0053,11.0
6964,"Coffee, Turkish",100,26.68,0.11,0.04,0.002,0.0,6.47,Coffee,0.2668,2.75
6965,"Coffee, espresso",100,8.78,0.12,0.18,0.092,0.0,1.67,Coffee,0.08779999999999999,0.6666666666666666
6966,"Coffee, espresso, decaffeinated",100,8.78,0.1,0.18,0.092,0.0,1.69,Coffee,0.08779999999999999,0.5555555555555556
6967,"Coffee, brewed, flavored",100,0.6599999999999999,0.12,0.02,0.002,0.0,0.0,Coffee,0.006599999999999999,6.0
6968,"Coffee, Cuban",100,33.51,0.11,0.19,0.086,0.0,7.84,Coffee,0.33509999999999995,0.5789473684210527
6969,"Coffee, macchiato",100,22.62,1.18,0.78,0.445,0.0,2.72,Coffee,0.2262,1.5128205128205128
6970,"Coffee, macchiato, sweetened",100,38.96,1.13,0.76,0.426,0.0,6.9,Coffee,0.3896,1.4868421052631577
6971,"Coffee, cafe con leche",100,38.78,1.67,1.06,0.608,0.0,5.64,Coffee,0.38780000000000003,1.5754716981132073
6972,"Coffee, cafe con leche, decaffeinated",100,39.36,1.69,1.08,0.617,0.0,5.72,Coffee,0.3936,1.5648148148148147
6973,"Coffee, Latte",100,43.129999999999995,2.8,1.61,0.938,0.0,4.36,Coffee,0.43129999999999996,1.7391304347826084
6974,"Coffee, Latte, nonfat",100,29.78,2.87,0.1,0.056,0.0,4.35,Coffee,0.2978,28.7
6975,"Coffee, Latte, with non-dairy milk",100,32.349999999999994,1.26,1.03,0.133,0.2,4.51,Coffee,0.32349999999999995,1.2233009708737863
6976,"Coffee, Latte, flavored",100,54.97,2.71,1.57,0.907,0.0,7.5,Coffee,0.5497,1.7261146496815285
6977,"Coffee, Latte, nonfat, flavored",100,41.94,2.78,0.1,0.054,0.0,7.48,Coffee,0.4194,27.799999999999997
6978,"Coffee, Latte, with non-dairy milk, flavored",100,44.489999999999995,1.22,1.01,0.128,0.2,7.63,Coffee,0.44489999999999996,1.2079207920792079
6979,"Coffee, Latte, decaffeinated",100,43.379999999999995,2.82,1.62,0.943,0.0,4.38,Coffee,0.43379999999999996,1.7407407407407405
6980,"Coffee, Latte, decaffeinated, nonfat",100,29.86,2.88,0.1,0.056,0.0,4.36,Coffee,0.2986,28.799999999999997
6981,"Coffee, Latte, decaffeinated, with non-dairy milk",100,32.43,1.26,1.03,0.133,0.2,4.53,Coffee,0.3243,1.2233009708737863
6982,"Coffee, Latte, decaffeinated, flavored",100,55.13,2.72,1.57,0.911,0.0,7.53,Coffee,0.5513,1.732484076433121
6983,"Coffee, Latte, decaffeinated, nonfat, flavored",100,42.14,2.79,0.1,0.054,0.0,7.52,Coffee,0.4214,27.9
6984,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",100,44.61,1.22,1.01,0.129,0.2,7.66,Coffee,0.4461,1.2079207920792079
6985,Frozen coffee drink,100,68.21000000000001,1.55,0.93,0.522,0.0,13.41,Frozen coffee drink,0.6821,1.6666666666666665
6986,"Frozen coffee drink, nonfat",100,60.86,1.59,0.1,0.037,0.0,13.4,Frozen coffee drink,0.6086,15.9
6987,"Frozen coffee drink, with non-dairy milk",100,62.22,0.7,0.62,0.079,0.1,13.46,Frozen coffee drink,0.6222,1.129032258064516
6988,"Frozen coffee drink, with whipped cream",100,83.08,1.62,2.8,1.717,0.0,12.85,Frozen coffee drink,0.8308,0.5785714285714286
6989,"Frozen coffee drink, nonfat, with whipped cream",100,76.09,1.66,2.01,1.257,0.0,12.84,Frozen coffee drink,0.7609,0.8258706467661692
6990,"Frozen coffee drink, with non-dairy milk and whipped cream",100,77.29,0.82,2.49,1.294,0.1,12.9,Frozen coffee drink,0.7729,0.32931726907630515
6991,"Frozen coffee drink, decaffeinated",100,68.58,1.56,0.94,0.525,0.0,13.47,Frozen coffee drink,0.6858,1.6595744680851066
6992,"Frozen coffee drink, decaffeinated, nonfat",100,61.1,1.59,0.1,0.036,0.0,13.46,Frozen coffee drink,0.611,15.9
6993,"Frozen coffee drink, decaffeinated, with non-dairy milk",100,65.38,1.21,0.74,0.108,0.1,13.47,Frozen coffee drink,0.6537999999999999,1.635135135135135
6994,"Frozen coffee drink, decaffeinated, with whipped cream",100,83.37,1.62,2.81,1.725,0.0,12.9,Frozen coffee drink,0.8337,0.5765124555160143
6995,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",100,76.38,1.66,2.02,1.263,0.0,12.89,Frozen coffee drink,0.7637999999999999,0.8217821782178217
6996,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",100,77.62,0.82,2.5,1.3,0.1,12.96,Frozen coffee drink,0.7762,0.32799999999999996
6997,"Coffee, Cafe Mocha",100,64.39,2.56,1.47,0.855,0.0,10.23,Coffee,0.6439,1.741496598639456
6998,"Coffee, Cafe Mocha, nonfat",100,51.89,2.6,0.09,0.051,0.0,10.17,Coffee,0.5189,28.88888888888889
6999,"Coffee, Cafe Mocha, with non-dairy milk",100,54.22,1.14,0.94,0.12,0.1,10.3,Coffee,0.5422,1.2127659574468084
7000,"Coffee, Cafe Mocha, decaffeinated",100,64.35,2.55,1.47,0.855,0.0,10.23,Coffee,0.6435,1.7346938775510203
7001,"Coffee, Cafe Mocha, decaffeinated, nonfat",100,52.13,2.61,0.09,0.051,0.0,10.22,Coffee,0.5213,29.0
